index,customerID,tenure,MonthlyCharges,TotalCharges,ChurnID,gender,SeniorCitizen,Partner,Dependents,Contract,PaperlessBilling,PaymentMethod,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
5285,7460-ITWWP,45,86.1,3861.45,1,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,Yes,No,No,Yes
5286,7463-IFMQU,72,20.05,1423.65,1,Female,0,Yes,No,Two year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5287,7465-ZZRVX,1,70.35,70.35,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,No
5288,7469-LKBCI,16,18.95,326.8,1,Male,0,No,No,Two year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5289,7470-DYNOE,53,61.1,3357.9,1,Male,0,No,No,One year,Yes,Electronic check,Yes,No,DSL,No,No,Yes,No,No,Yes
5290,7470-MCQTK,13,48.75,633.4,2,Female,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5291,7471-MQPOS,71,72.9,5139.65,1,Male,1,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
5292,7471-WNSUF,60,24.15,1505.9,1,Male,0,Yes,No,One year,No,Bank transfer (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5293,7472-EQOAV,71,86.7,6179.35,1,Male,1,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
5294,7473-ZBDSN,14,18.8,255.55,1,Female,0,Yes,Yes,Two year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5295,7479-NITWS,7,89.35,631.85,2,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
5296,7480-QNVZJ,50,95.7,4816.7,2,Male,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5297,7480-SPLEF,69,26,1796.55,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5298,7481-ATQQS,49,90.85,4515.85,2,Female,1,No,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
5299,7483-IQWIB,37,92.95,3415.25,1,Male,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
5300,7486-KSRVI,43,100,4211.55,2,Male,0,No,No,One year,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5301,7488-MXJIV,4,85.65,321.65,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5302,7492-TAFJD,7,38.55,280,1,Male,0,Yes,Yes,Two year,No,Mailed check,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
5303,7493-GVFIO,57,20.55,1252.85,1,Male,0,No,No,Two year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5304,7493-TPUWZ,1,79.15,79.15,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5305,7495-OOKFY,8,80.65,633.3,2,Female,1,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5306,7501-IWUNG,61,73.8,4616.05,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
5307,7501-VTYLJ,2,51.55,106.2,1,Female,0,No,Yes,Month-to-month,No,Mailed check,Yes,No,DSL,No,Yes,No,No,No,No
5308,7502-BNYGS,46,69.1,3168,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,No,DSL,No,Yes,No,No,Yes,Yes
5309,7503-EPSZW,64,24.05,1559.15,1,Female,0,Yes,Yes,Two year,Yes,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5310,7503-MIOGA,72,89.85,6697.35,1,Female,1,Yes,No,Two year,Yes,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5311,7503-QQRVF,16,74.3,1178.25,2,Male,1,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,No,Yes,No,No,No,No
5312,7503-ZGUZJ,1,84.65,84.65,2,Male,0,No,No,Month-to-month,Yes,Mailed check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5313,7504-UWHNB,25,69.75,1729.35,1,Male,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,No
5314,7508-DQAKK,64,86.4,5442.05,1,Female,0,No,No,Two year,Yes,Credit card (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5315,7508-KBIMB,24,56.25,1454.25,1,Male,0,Yes,Yes,One year,Yes,Credit card (automatic),Yes,No,DSL,Yes,No,Yes,No,No,No
5316,7508-MYBOG,14,86.1,1235.55,2,Male,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5317,7508-SMHXL,15,89,1288.3,1,Female,1,No,No,Month-to-month,No,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
5318,7511-YMXVQ,9,45.4,418.8,2,Male,0,No,No,Month-to-month,Yes,Electronic check,No,No phone service,DSL,No,No,No,No,Yes,Yes
5319,7515-LODFU,69,20.3,1356.3,1,Male,1,No,No,Two year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5320,7516-GMHUV,50,105.05,5163.3,1,Male,1,Yes,No,Two year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5321,7517-LDMPS,12,84.6,1017.35,1,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
5322,7517-SAWMO,19,73.2,1441.1,2,Female,0,Yes,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,Yes,No,No,No,No,No
5323,7519-JTWQH,69,110.5,7455.45,1,Female,0,No,No,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5324,7520-HQWJU,66,67.45,4508.65,1,Female,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
5325,7521-AFHAB,5,44.8,220.45,1,Female,0,Yes,Yes,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No,No,No,No
5326,7521-YXVZY,3,19.95,58.3,1,Male,0,No,Yes,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5327,7524-VRLPL,69,74.1,5031,1,Male,1,No,No,Two year,No,Credit card (automatic),Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
5328,7526-BEZQB,12,96.05,1148.1,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5329,7526-IVLYU,3,19.65,68.35,1,Male,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5330,7527-QNRUS,17,25.15,412.6,1,Male,0,Yes,Yes,Two year,Yes,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5331,7529-ZDFXI,57,89.85,4925.35,1,Male,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
5332,7530-HDYDS,38,84.25,3264.5,2,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
5333,7531-GQHME,12,20.05,265.45,1,Male,0,No,No,Month-to-month,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5334,7534-BFESC,24,76.1,1712.7,2,Male,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No,No
5335,7537-CBQUZ,63,109.4,7031.45,1,Male,1,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5336,7537-RBWEA,1,25.15,25.15,1,Female,0,No,No,Month-to-month,Yes,Mailed check,No,No phone service,DSL,No,No,No,No,No,No
5337,7538-GWHML,2,69.65,145.15,2,Female,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,No
5338,7541-YLXCL,36,65.4,2498.4,2,Male,0,No,No,One year,Yes,Mailed check,Yes,No,DSL,No,Yes,No,Yes,No,Yes
5339,7542-CYDDM,18,20.05,358.5,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5340,7544-ZVIKX,58,105.05,6004.85,1,Male,0,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5341,7547-EKNFS,42,95.25,3959.35,2,Male,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
5342,7548-SEPYI,5,96.25,512.45,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
5343,7549-MYGPK,63,100.55,6215.35,2,Female,0,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
5344,7550-WIQVA,50,108.25,5431.4,1,Male,0,Yes,Yes,One year,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5345,7551-DACSP,6,55.3,324.25,2,Male,0,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,No,DSL,No,Yes,Yes,No,No,No
5346,7551-JOHTI,1,19.5,19.5,2,Female,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5347,7552-KEYGT,27,19.55,520.55,1,Male,0,Yes,No,Two year,No,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5348,7554-AKDQF,6,45.65,323.45,1,Female,0,Yes,No,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No,No,No,No
5349,7554-NEWDD,10,25.7,251.6,1,Male,0,No,No,Two year,No,Bank transfer (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5350,7558-IMLMT,67,20.8,1411.9,1,Male,0,Yes,Yes,Two year,Yes,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5351,7560-QJAVJ,70,79.6,5589.45,1,Female,0,No,No,Two year,No,Bank transfer (automatic),Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5352,7560-QRBXH,48,19.95,936.7,1,Female,0,No,Yes,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5353,7562-GSUHK,16,93.2,1573.7,2,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
5354,7562-UXTPG,13,70.15,886.7,1,Female,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,Fiber optic,No,No,No,No,No,No
5355,7563-BIUPC,5,80.6,415.55,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,No
5356,7564-GHCVB,72,79.05,5730.7,1,Female,0,Yes,Yes,Two year,No,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5357,7566-DSRLQ,72,110.15,7998.8,1,Female,0,Yes,No,Two year,Yes,Electronic check,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5358,7567-ECMCM,24,79.85,2001,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,Fiber optic,No,No,No,No,No,Yes
5359,7568-PODML,1,45.3,45.3,2,Male,0,No,No,Month-to-month,Yes,Mailed check,No,No phone service,DSL,No,No,No,No,Yes,Yes
5360,7569-NMZYQ,72,118.75,8672.45,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5361,7570-WELNY,68,84.7,5711.05,1,Female,0,Yes,No,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
5362,7571-YXDAD,2,74.9,147.15,2,Female,0,No,No,Month-to-month,No,Credit card (automatic),Yes,Yes,Fiber optic,No,No,No,No,No,No
5363,7572-KPVKK,62,104.05,6590.5,1,Male,0,No,Yes,Two year,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5364,7576-ASEJU,41,74.7,3187.65,1,Female,0,Yes,Yes,One year,Yes,Credit card (automatic),Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
5365,7576-JMYWV,46,110.2,4972.1,1,Female,1,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
5366,7576-OYWBN,3,76.05,231.8,2,Male,1,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No,No
5367,7577-SWIFR,1,89.25,89.25,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5368,7579-KKLOE,71,91.25,6589.6,1,Male,0,Yes,Yes,Two year,Yes,Mailed check,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5369,7579-OOPEC,2,50.15,115.1,2,Female,1,Yes,No,Month-to-month,No,Credit card (automatic),Yes,No,DSL,No,Yes,No,No,No,No
5370,7580-UGXNC,2,54.85,104.2,2,Female,1,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,Yes,Yes,No,No,No,No
5371,7581-EBBOU,60,70.15,4224.7,1,Female,0,No,No,One year,Yes,Credit card (automatic),Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
5372,7586-ZATGZ,40,84.9,3369.05,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5373,7587-AOVVU,27,100.75,2793.55,1,Male,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
5374,7587-RZNME,3,43.3,123.65,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,No,No,No,No
5375,7590-VHVEG,1,29.85,29.85,1,Female,0,Yes,No,Month-to-month,Yes,Electronic check,No,No phone service,DSL,No,Yes,No,No,No,No
5376,7593-JNWRU,6,44.6,260.8,2,Male,0,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,No,DSL,No,No,No,No,No,No
5377,7593-XFKDI,1,46.3,46.3,2,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No,No,No,No
5378,7594-LZNWR,34,69.15,2275.1,1,Male,1,No,No,Month-to-month,No,Credit card (automatic),Yes,No,Fiber optic,No,No,No,No,No,No
5379,7594-RQHXR,1,79.6,79.6,2,Female,0,No,Yes,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,Yes
5380,7595-EHCDL,32,50.6,1653.45,1,Male,0,Yes,Yes,Month-to-month,No,Credit card (automatic),No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5381,7595-EUIVN,1,75.8,75.8,2,Female,0,No,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,Yes,No,No,No,No
5382,7596-IIWYC,27,20.25,538.2,1,Female,0,No,No,Two year,Yes,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5383,7596-LDUXP,12,85.15,979.05,1,Female,0,No,No,One year,Yes,Credit card (automatic),Yes,No,Fiber optic,Yes,No,No,No,Yes,No
5384,7596-ZYWBB,65,59.6,3739.8,1,Female,0,No,No,Two year,Yes,Mailed check,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5385,7598-UAASY,2,76.4,151.8,2,Male,0,Yes,No,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,No,Yes,No,No,No
5386,7599-FKVXZ,42,106.15,4512.7,2,Male,0,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5387,7599-NTMDP,62,48.7,3008.55,1,Female,0,Yes,Yes,Two year,No,Bank transfer (automatic),No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
5388,7601-DHFWZ,48,24,1183.05,1,Female,0,No,No,Two year,No,Credit card (automatic),Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5389,7601-GNDYK,35,19.6,686.95,1,Male,0,Yes,Yes,Two year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5390,7601-WFVZV,1,19.55,19.55,1,Male,0,No,No,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5391,7602-DBTOU,71,19.6,1416.5,1,Female,0,Yes,No,Two year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5392,7602-MVRMB,72,110.45,8058.85,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5393,7603-USHJS,12,73.75,871.4,2,Male,0,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,No,No,No,No
5394,7605-BDWDC,31,49.85,1520.1,1,Female,0,No,No,Two year,Yes,Bank transfer (automatic),No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
5395,7605-SNLQG,45,50.25,2221.55,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,No,DSL,No,No,Yes,No,No,No
5396,7606-BPHHN,72,19.8,1468.75,1,Male,0,No,No,Two year,Yes,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5397,7607-QKKTJ,45,95,4368.85,1,Male,0,Yes,Yes,One year,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5398,7608-RGIRO,62,24.4,1413,1,Male,0,No,Yes,Two year,Yes,Mailed check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5399,7609-NRNCA,17,19.55,280.85,1,Female,0,No,No,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5400,7609-YBPXG,54,87.1,4735.2,1,Male,0,No,No,Two year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5401,7610-TVOPG,15,26.35,378.6,1,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5402,7611-YKYTC,22,75,1573.95,1,Male,0,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes,No,Fiber optic,Yes,No,No,No,No,No
5403,7613-LLQFO,12,84.45,1059.55,2,Male,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5404,7614-QVWQL,49,51.8,2541.25,2,Male,0,Yes,Yes,One year,Yes,Bank transfer (automatic),No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5405,7615-ESMYF,2,44.6,97.1,2,Female,0,Yes,No,Month-to-month,No,Electronic check,No,No phone service,DSL,No,No,No,No,Yes,Yes
5406,7617-EYGLW,1,19.45,19.45,1,Male,0,No,No,Month-to-month,No,Electronic check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5407,7619-ODSGN,24,54.75,1338.15,2,Male,0,Yes,Yes,Month-to-month,No,Electronic check,Yes,Yes,DSL,Yes,No,No,No,No,No
5408,7619-PLRLP,53,74.1,3833.95,1,Female,0,Yes,No,One year,No,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
5409,7621-VPNET,42,85.9,3729.75,1,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
5410,7622-FWGEW,56,85.65,4824.45,1,Male,1,Yes,No,Two year,Yes,Bank transfer (automatic),Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5411,7622-NXQZR,28,30.1,810.85,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),No,No phone service,DSL,No,No,No,Yes,No,No
5412,7623-HKYRK,6,19.7,111.65,1,Male,0,No,Yes,Month-to-month,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5413,7623-TRNQN,1,49.9,49.9,2,Male,0,No,Yes,Month-to-month,Yes,Mailed check,Yes,No,DSL,No,No,No,Yes,No,No
5414,7625-XCQRH,11,76.5,837.95,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No,No
5415,7627-JKIAZ,37,78.95,2839.65,2,Female,0,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5416,7629-WFGLW,56,95.65,5471.75,1,Female,1,Yes,No,One year,No,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
5417,7629-WIXZF,7,59.1,369.25,1,Female,0,No,No,One year,Yes,Electronic check,Yes,No,DSL,Yes,No,No,No,No,Yes
5418,7632-MNYOY,66,110.9,7432.05,2,Male,1,No,No,One year,No,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5419,7632-YUTXB,25,20.05,520.1,1,Female,0,Yes,Yes,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5420,7633-MVPUY,57,59.75,3450.15,1,Male,0,Yes,No,Two year,Yes,Electronic check,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5421,7634-HLQJR,47,20.05,1016.7,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5422,7634-WSWDB,8,38.5,330.8,1,Female,0,No,Yes,Month-to-month,Yes,Electronic check,No,No phone service,DSL,Yes,No,No,No,No,Yes
5423,7636-OWBPG,12,29.35,381.2,1,Male,1,No,No,Month-to-month,Yes,Credit card (automatic),No,No phone service,DSL,No,Yes,No,No,No,No
5424,7636-PEPNS,58,44.1,2413.05,1,Female,0,Yes,Yes,One year,Yes,Mailed check,Yes,No,DSL,No,No,No,No,No,No
5425,7636-XUHWW,2,19.9,33.7,1,Male,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5426,7638-QVMVY,7,79,522.95,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,Yes,No
5427,7639-LIAYI,52,79.75,4217.8,1,Male,0,No,No,Two year,Yes,Credit card (automatic),Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
5428,7639-OPLNG,70,79.25,5731.85,1,Male,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5429,7639-SUPCW,22,48.8,1054.6,2,Female,0,No,No,Month-to-month,Yes,Credit card (automatic),Yes,No,DSL,Yes,No,No,No,No,No
5430,7641-EUYET,46,100.7,4541.2,2,Male,1,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
5431,7641-TQFHN,39,100.55,3895.35,1,Male,0,No,Yes,Two year,No,Mailed check,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5432,7643-RCHXS,63,19.35,1263.85,1,Female,0,Yes,Yes,Two year,No,Electronic check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5433,7644-OMVMY,0,19.85,2283.300441,1,Male,0,Yes,Yes,Two year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5434,7647-GYYKX,54,20.35,1092.35,1,Female,0,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5435,7649-PHJVR,11,19.5,226.8,1,Male,0,No,No,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5436,7649-SIJJF,71,80.1,5585.4,1,Male,0,Yes,No,Two year,Yes,Mailed check,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5437,7654-YWJUF,43,84.25,3539.25,1,Male,0,Yes,No,One year,Yes,Bank transfer (automatic),Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
5438,7657-DYEPJ,38,70.15,2497.35,2,Male,1,No,No,One year,Yes,Credit card (automatic),Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
5439,7658-UYUQS,21,86.55,1857.25,1,Male,1,Yes,No,Month-to-month,No,Bank transfer (automatic),Yes,No,Fiber optic,No,No,Yes,No,Yes,No
5440,7660-HDPJV,1,69.2,69.2,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,No
5441,7661-CPURM,19,87.7,1725.95,1,Male,0,No,No,One year,Yes,Credit card (automatic),Yes,No,Fiber optic,No,No,No,Yes,No,Yes
5442,7663-CUXZB,59,113.75,6561.25,1,Male,0,Yes,No,Two year,No,Electronic check,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5443,7663-RGWBC,1,44.15,44.15,2,Male,0,No,No,Month-to-month,Yes,Mailed check,Yes,No,DSL,No,No,No,No,No,No
5444,7663-YJHSN,72,103.95,7556.9,1,Female,0,Yes,No,Two year,Yes,Bank transfer (automatic),Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5445,7663-ZTEGJ,29,100.55,2830.45,1,Male,0,No,Yes,One year,No,Credit card (automatic),Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5446,7665-NKLAV,36,40.65,1547.35,1,Female,0,Yes,Yes,Two year,No,Credit card (automatic),No,No phone service,DSL,Yes,No,Yes,Yes,No,No
5447,7665-TOALD,1,69.6,69.6,2,Female,0,No,No,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No,No,No,No,No,No
5448,7665-VIGUD,10,20.35,176.3,1,Male,0,No,No,One year,No,Mailed check,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5449,7666-WKRON,39,80.45,3201.55,2,Female,0,No,No,Two year,Yes,Electronic check,Yes,No,Fiber optic,No,No,Yes,Yes,No,No
5450,7668-XCFYV,17,92.55,1614.7,1,Female,1,Yes,No,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
